# id, point_a.x, point_a.y, point_b.x, point_b.y, point_c.x, point_c.y, point_d.x, point_d.y
1671,1.3453,-0.51857,1.3453,-0.49847,1.3656,-0.49847,1.3656,-0.51857
1672,1.3656,-0.51857,1.3656,-0.49847,1.3859,-0.49847,1.3859,-0.51857
1673,1.3859,-0.51857,1.3859,-0.49847,1.4062,-0.49847,1.4062,-0.51857
1674,1.4062,-0.51857,1.4062,-0.49847,1.4266,-0.49847,1.4266,-0.51857
1675,1.4266,-0.51857,1.4266,-0.49847,1.4469,-0.49847,1.4469,-0.51857
1676,1.4469,-0.51857,1.4469,-0.49847,1.4672,-0.49847,1.4672,-0.51857
1677,1.4672,-0.51857,1.4672,-0.49847,1.4875,-0.49847,1.4875,-0.51857
1678,1.6906,-0.51857,1.6906,-0.49847,1.7109,-0.49847,1.7109,-0.51857
1679,1.7109,-0.51857,1.7109,-0.49847,1.7312,-0.49847,1.7312,-0.51857
1680,1.7312,-0.51857,1.7312,-0.49847,1.7516,-0.49847,1.7516,-0.51857
1681,1.7516,-0.51857,1.7516,-0.49847,1.7719,-0.49847,1.7719,-0.51857
1682,1.7719,-0.51857,1.7719,-0.49847,1.7922,-0.49847,1.7922,-0.51857
1683,1.7922,-0.51857,1.7922,-0.49847,1.8125,-0.49847,1.8125,-0.51857
1684,1.8125,-0.51857,1.8125,-0.49847,1.8328,-0.49847,1.8328,-0.51857
1685,1.8328,-0.51857,1.8328,-0.49847,1.8531,-0.49847,1.8531,-0.51857
1686,1.8531,-0.51857,1.8531,-0.49847,1.8734,-0.49847,1.8734,-0.51857
1687,1.8734,-0.51857,1.8734,-0.49847,1.8937,-0.49847,1.8937,-0.51857
1688,1.8937,-0.51857,1.8937,-0.49847,1.9141,-0.49847,1.9141,-0.51857
1689,1.9141,-0.51857,1.9141,-0.49847,1.9344,-0.49847,1.9344,-0.51857
1690,1.9344,-0.51857,1.9344,-0.49847,1.9547,-0.49847,1.9547,-0.51857
1691,1.9547,-0.51857,1.9547,-0.49847,1.975,-0.49847,1.975,-0.51857
1692,1.1016,-0.49847,1.1016,-0.47837,1.1219,-0.47837,1.1219,-0.49847
1693,1.1219,-0.49847,1.1219,-0.47837,1.1422,-0.47837,1.1422,-0.49847
1694,1.1422,-0.49847,1.1422,-0.47837,1.1625,-0.47837,1.1625,-0.49847
1695,1.1625,-0.49847,1.1625,-0.47837,1.1828,-0.47837,1.1828,-0.49847
1696,1.1828,-0.49847,1.1828,-0.47837,1.2031,-0.47837,1.2031,-0.49847
1697,1.2031,-0.49847,1.2031,-0.47837,1.2234,-0.47837,1.2234,-0.49847
1698,1.2234,-0.49847,1.2234,-0.47837,1.2437,-0.47837,1.2437,-0.49847
1699,1.2437,-0.49847,1.2437,-0.47837,1.2641,-0.47837,1.2641,-0.49847
1700,1.2641,-0.49847,1.2641,-0.47837,1.2844,-0.47837,1.2844,-0.49847
1701,1.2844,-0.49847,1.2844,-0.47837,1.3047,-0.47837,1.3047,-0.49847
1702,1.3047,-0.49847,1.3047,-0.47837,1.325,-0.47837,1.325,-0.49847
1703,1.325,-0.49847,1.325,-0.47837,1.3453,-0.47837,1.3453,-0.49847
1704,1.3453,-0.49847,1.3453,-0.47837,1.3656,-0.47837,1.3656,-0.49847
1705,1.3656,-0.49847,1.3656,-0.47837,1.3859,-0.47837,1.3859,-0.49847
1706,1.3859,-0.49847,1.3859,-0.47837,1.4062,-0.47837,1.4062,-0.49847
1707,1.4062,-0.49847,1.4062,-0.47837,1.4266,-0.47837,1.4266,-0.49847
1708,1.4266,-0.49847,1.4266,-0.47837,1.4469,-0.47837,1.4469,-0.49847
1709,1.4469,-0.49847,1.4469,-0.47837,1.4672,-0.47837,1.4672,-0.49847
1710,1.7312,-0.49847,1.7312,-0.47837,1.7516,-0.47837,1.7516,-0.49847
1711,1.7516,-0.49847,1.7516,-0.47837,1.7719,-0.47837,1.7719,-0.49847
1712,1.7719,-0.49847,1.7719,-0.47837,1.7922,-0.47837,1.7922,-0.49847
1713,1.7922,-0.49847,1.7922,-0.47837,1.8125,-0.47837,1.8125,-0.49847
1714,1.8125,-0.49847,1.8125,-0.47837,1.8328,-0.47837,1.8328,-0.49847
1715,1.8328,-0.49847,1.8328,-0.47837,1.8531,-0.47837,1.8531,-0.49847
1716,1.8531,-0.49847,1.8531,-0.47837,1.8734,-0.47837,1.8734,-0.49847
1717,1.8734,-0.49847,1.8734,-0.47837,1.8937,-0.47837,1.8937,-0.49847
1718,1.8937,-0.49847,1.8937,-0.47837,1.9141,-0.47837,1.9141,-0.49847
1719,1.9141,-0.49847,1.9141,-0.47837,1.9344,-0.47837,1.9344,-0.49847
1720,1.9344,-0.49847,1.9344,-0.47837,1.9547,-0.47837,1.9547,-0.49847
1721,1.9547,-0.49847,1.9547,-0.47837,1.975,-0.47837,1.975,-0.49847
1722,1.1016,-0.47837,1.1016,-0.45827,1.1219,-0.45827,1.1219,-0.47837
1723,1.1219,-0.47837,1.1219,-0.45827,1.1422,-0.45827,1.1422,-0.47837
1724,1.1422,-0.47837,1.1422,-0.45827,1.1625,-0.45827,1.1625,-0.47837
1725,1.1625,-0.47837,1.1625,-0.45827,1.1828,-0.45827,1.1828,-0.47837
1726,1.1828,-0.47837,1.1828,-0.45827,1.2031,-0.45827,1.2031,-0.47837
1727,1.2031,-0.47837,1.2031,-0.45827,1.2234,-0.45827,1.2234,-0.47837
1728,1.2234,-0.47837,1.2234,-0.45827,1.2437,-0.45827,1.2437,-0.47837
1729,1.2437,-0.47837,1.2437,-0.45827,1.2641,-0.45827,1.2641,-0.47837
1730,1.2641,-0.47837,1.2641,-0.45827,1.2844,-0.45827,1.2844,-0.47837
1731,1.2844,-0.47837,1.2844,-0.45827,1.3047,-0.45827,1.3047,-0.47837
1732,1.3047,-0.47837,1.3047,-0.45827,1.325,-0.45827,1.325,-0.47837
1733,1.325,-0.47837,1.325,-0.45827,1.3453,-0.45827,1.3453,-0.47837
1734,1.3453,-0.47837,1.3453,-0.45827,1.3656,-0.45827,1.3656,-0.47837
1735,1.3656,-0.47837,1.3656,-0.45827,1.3859,-0.45827,1.3859,-0.47837
1736,1.3859,-0.47837,1.3859,-0.45827,1.4062,-0.45827,1.4062,-0.47837
1737,1.4062,-0.47837,1.4062,-0.45827,1.4266,-0.45827,1.4266,-0.47837
1738,1.4266,-0.47837,1.4266,-0.45827,1.4469,-0.45827,1.4469,-0.47837
1739,1.7516,-0.47837,1.7516,-0.45827,1.7719,-0.45827,1.7719,-0.47837
1740,1.7719,-0.47837,1.7719,-0.45827,1.7922,-0.45827,1.7922,-0.47837
1741,1.7922,-0.47837,1.7922,-0.45827,1.8125,-0.45827,1.8125,-0.47837
1742,1.8125,-0.47837,1.8125,-0.45827,1.8328,-0.45827,1.8328,-0.47837
1743,1.8328,-0.47837,1.8328,-0.45827,1.8531,-0.45827,1.8531,-0.47837
1744,1.8531,-0.47837,1.8531,-0.45827,1.8734,-0.45827,1.8734,-0.47837
1745,1.8734,-0.47837,1.8734,-0.45827,1.8937,-0.45827,1.8937,-0.47837
1746,1.8937,-0.47837,1.8937,-0.45827,1.9141,-0.45827,1.9141,-0.47837
1747,1.9141,-0.47837,1.9141,-0.45827,1.9344,-0.45827,1.9344,-0.47837
1748,1.9344,-0.47837,1.9344,-0.45827,1.9547,-0.45827,1.9547,-0.47837
1749,1.9547,-0.47837,1.9547,-0.45827,1.975,-0.45827,1.975,-0.47837
1750,1.975,-0.47837,1.975,-0.45827,1.9953,-0.45827,1.9953,-0.47837
1751,1.0813,-0.45827,1.0813,-0.43816,1.1016,-0.43816,1.1016,-0.45827
1752,1.1016,-0.45827,1.1016,-0.43816,1.1219,-0.43816,1.1219,-0.45827
1753,1.1219,-0.45827,1.1219,-0.43816,1.1422,-0.43816,1.1422,-0.45827
1754,1.1422,-0.45827,1.1422,-0.43816,1.1625,-0.43816,1.1625,-0.45827
1755,1.1625,-0.45827,1.1625,-0.43816,1.1828,-0.43816,1.1828,-0.45827
1756,1.1828,-0.45827,1.1828,-0.43816,1.2031,-0.43816,1.2031,-0.45827
1757,1.2031,-0.45827,1.2031,-0.43816,1.2234,-0.43816,1.2234,-0.45827
1758,1.2234,-0.45827,1.2234,-0.43816,1.2437,-0.43816,1.2437,-0.45827
1759,1.2437,-0.45827,1.2437,-0.43816,1.2641,-0.43816,1.2641,-0.45827
1760,1.2641,-0.45827,1.2641,-0.43816,1.2844,-0.43816,1.2844,-0.45827
1761,1.2844,-0.45827,1.2844,-0.43816,1.3047,-0.43816,1.3047,-0.45827
1762,1.3047,-0.45827,1.3047,-0.43816,1.325,-0.43816,1.325,-0.45827
1763,1.325,-0.45827,1.325,-0.43816,1.3453,-0.43816,1.3453,-0.45827
1764,1.3453,-0.45827,1.3453,-0.43816,1.3656,-0.43816,1.3656,-0.45827
1765,1.3656,-0.45827,1.3656,-0.43816,1.3859,-0.43816,1.3859,-0.45827
1766,1.3859,-0.45827,1.3859,-0.43816,1.4062,-0.43816,1.4062,-0.45827
1767,1.4062,-0.45827,1.4062,-0.43816,1.4266,-0.43816,1.4266,-0.45827
1768,1.7922,-0.45827,1.7922,-0.43816,1.8125,-0.43816,1.8125,-0.45827
1769,1.8125,-0.45827,1.8125,-0.43816,1.8328,-0.43816,1.8328,-0.45827
1770,1.8328,-0.45827,1.8328,-0.43816,1.8531,-0.43816,1.8531,-0.45827
1771,1.8531,-0.45827,1.8531,-0.43816,1.8734,-0.43816,1.8734,-0.45827
1772,1.8734,-0.45827,1.8734,-0.43816,1.8937,-0.43816,1.8937,-0.45827
1773,1.8937,-0.45827,1.8937,-0.43816,1.9141,-0.43816,1.9141,-0.45827
1774,1.9141,-0.45827,1.9141,-0.43816,1.9344,-0.43816,1.9344,-0.45827
1775,1.9344,-0.45827,1.9344,-0.43816,1.9547,-0.43816,1.9547,-0.45827
1776,1.9547,-0.45827,1.9547,-0.43816,1.975,-0.43816,1.975,-0.45827
1777,1.975,-0.45827,1.975,-0.43816,1.9953,-0.43816,1.9953,-0.45827
1778,1.9953,-0.45827,1.9953,-0.43816,2.0156,-0.43816,2.0156,-0.45827
1779,1.0813,-0.43816,1.0813,-0.41806,1.1016,-0.41806,1.1016,-0.43816
1780,1.1016,-0.43816,1.1016,-0.41806,1.1219,-0.41806,1.1219,-0.43816
1781,1.1219,-0.43816,1.1219,-0.41806,1.1422,-0.41806,1.1422,-0.43816
1782,1.1422,-0.43816,1.1422,-0.41806,1.1625,-0.41806,1.1625,-0.43816
1783,1.1625,-0.43816,1.1625,-0.41806,1.1828,-0.41806,1.1828,-0.43816
1784,1.1828,-0.43816,1.1828,-0.41806,1.2031,-0.41806,1.2031,-0.43816
1785,1.2031,-0.43816,1.2031,-0.41806,1.2234,-0.41806,1.2234,-0.43816
1786,1.2234,-0.43816,1.2234,-0.41806,1.2437,-0.41806,1.2437,-0.43816
1787,1.2437,-0.43816,1.2437,-0.41806,1.2641,-0.41806,1.2641,-0.43816
1788,1.2641,-0.43816,1.2641,-0.41806,1.2844,-0.41806,1.2844,-0.43816
1789,1.2844,-0.43816,1.2844,-0.41806,1.3047,-0.41806,1.3047,-0.43816
1790,1.3047,-0.43816,1.3047,-0.41806,1.325,-0.41806,1.325,-0.43816
1791,1.325,-0.43816,1.325,-0.41806,1.3453,-0.41806,1.3453,-0.43816
1792,1.3453,-0.43816,1.3453,-0.41806,1.3656,-0.41806,1.3656,-0.43816
1793,1.3656,-0.43816,1.3656,-0.41806,1.3859,-0.41806,1.3859,-0.43816
1794,1.3859,-0.43816,1.3859,-0.41806,1.4062,-0.41806,1.4062,-0.43816
1795,1.8125,-0.43816,1.8125,-0.41806,1.8328,-0.41806,1.8328,-0.43816
1796,1.8328,-0.43816,1.8328,-0.41806,1.8531,-0.41806,1.8531,-0.43816
1797,1.8531,-0.43816,1.8531,-0.41806,1.8734,-0.41806,1.8734,-0.43816
1798,1.8734,-0.43816,1.8734,-0.41806,1.8937,-0.41806,1.8937,-0.43816
1799,1.8937,-0.43816,1.8937,-0.41806,1.9141,-0.41806,1.9141,-0.43816
1800,1.9141,-0.43816,1.9141,-0.41806,1.9344,-0.41806,1.9344,-0.43816
1801,1.9344,-0.43816,1.9344,-0.41806,1.9547,-0.41806,1.9547,-0.43816
1802,1.9547,-0.43816,1.9547,-0.41806,1.975,-0.41806,1.975,-0.43816
1803,1.975,-0.43816,1.975,-0.41806,1.9953,-0.41806,1.9953,-0.43816
1804,1.9953,-0.43816,1.9953,-0.41806,2.0156,-0.41806,2.0156,-0.43816
1805,1.0813,-0.41806,1.0813,-0.39796,1.1016,-0.39796,1.1016,-0.41806
1806,1.1016,-0.41806,1.1016,-0.39796,1.1219,-0.39796,1.1219,-0.41806
1807,1.1219,-0.41806,1.1219,-0.39796,1.1422,-0.39796,1.1422,-0.41806
1808,1.1422,-0.41806,1.1422,-0.39796,1.1625,-0.39796,1.1625,-0.41806
1809,1.1625,-0.41806,1.1625,-0.39796,1.1828,-0.39796,1.1828,-0.41806
1810,1.1828,-0.41806,1.1828,-0.39796,1.2031,-0.39796,1.2031,-0.41806
1811,1.2031,-0.41806,1.2031,-0.39796,1.2234,-0.39796,1.2234,-0.41806
1812,1.2234,-0.41806,1.2234,-0.39796,1.2437,-0.39796,1.2437,-0.41806
1813,1.2437,-0.41806,1.2437,-0.39796,1.2641,-0.39796,1.2641,-0.41806
1814,1.2641,-0.41806,1.2641,-0.39796,1.2844,-0.39796,1.2844,-0.41806
1815,1.2844,-0.41806,1.2844,-0.39796,1.3047,-0.39796,1.3047,-0.41806
1816,1.3047,-0.41806,1.3047,-0.39796,1.325,-0.39796,1.325,-0.41806
1817,1.325,-0.41806,1.325,-0.39796,1.3453,-0.39796,1.3453,-0.41806
1818,1.3453,-0.41806,1.3453,-0.39796,1.3656,-0.39796,1.3656,-0.41806
1819,1.3656,-0.41806,1.3656,-0.39796,1.3859,-0.39796,1.3859,-0.41806
1820,1.8328,-0.41806,1.8328,-0.39796,1.8531,-0.39796,1.8531,-0.41806
1821,1.8531,-0.41806,1.8531,-0.39796,1.8734,-0.39796,1.8734,-0.41806
1822,1.8734,-0.41806,1.8734,-0.39796,1.8937,-0.39796,1.8937,-0.41806
1823,1.8937,-0.41806,1.8937,-0.39796,1.9141,-0.39796,1.9141,-0.41806
1824,1.9141,-0.41806,1.9141,-0.39796,1.9344,-0.39796,1.9344,-0.41806
1825,1.9344,-0.41806,1.9344,-0.39796,1.9547,-0.39796,1.9547,-0.41806
1826,1.9547,-0.41806,1.9547,-0.39796,1.975,-0.39796,1.975,-0.41806
1827,1.975,-0.41806,1.975,-0.39796,1.9953,-0.39796,1.9953,-0.41806
1828,1.9953,-0.41806,1.9953,-0.39796,2.0156,-0.39796,2.0156,-0.41806
1829,2.0156,-0.41806,2.0156,-0.39796,2.0359,-0.39796,2.0359,-0.41806
1830,1.0813,-0.39796,1.0813,-0.37786,1.1016,-0.37786,1.1016,-0.39796
1831,1.1016,-0.39796,1.1016,-0.37786,1.1219,-0.37786,1.1219,-0.39796
1832,1.1219,-0.39796,1.1219,-0.37786,1.1422,-0.37786,1.1422,-0.39796
1833,1.1422,-0.39796,1.1422,-0.37786,1.1625,-0.37786,1.1625,-0.39796
1834,1.1625,-0.39796,1.1625,-0.37786,1.1828,-0.37786,1.1828,-0.39796
1835,1.1828,-0.39796,1.1828,-0.37786,1.2031,-0.37786,1.2031,-0.39796
1836,1.2031,-0.39796,1.2031,-0.37786,1.2234,-0.37786,1.2234,-0.39796
1837,1.2234,-0.39796,1.2234,-0.37786,1.2437,-0.37786,1.2437,-0.39796
1838,1.2437,-0.39796,1.2437,-0.37786,1.2641,-0.37786,1.2641,-0.39796
1839,1.2641,-0.39796,1.2641,-0.37786,1.2844,-0.37786,1.2844,-0.39796
1840,1.2844,-0.39796,1.2844,-0.37786,1.3047,-0.37786,1.3047,-0.39796
1841,1.3047,-0.39796,1.3047,-0.37786,1.325,-0.37786,1.325,-0.39796
1842,1.325,-0.39796,1.325,-0.37786,1.3453,-0.37786,1.3453,-0.39796
1843,1.3453,-0.39796,1.3453,-0.37786,1.3656,-0.37786,1.3656,-0.39796
1844,1.8531,-0.39796,1.8531,-0.37786,1.8734,-0.37786,1.8734,-0.39796
1845,1.8734,-0.39796,1.8734,-0.37786,1.8937,-0.37786,1.8937,-0.39796
1846,1.8937,-0.39796,1.8937,-0.37786,1.9141,-0.37786,1.9141,-0.39796
1847,1.9141,-0.39796,1.9141,-0.37786,1.9344,-0.37786,1.9344,-0.39796
1848,1.9344,-0.39796,1.9344,-0.37786,1.9547,-0.37786,1.9547,-0.39796
1849,1.9547,-0.39796,1.9547,-0.37786,1.975,-0.37786,1.975,-0.39796
1850,1.975,-0.39796,1.975,-0.37786,1.9953,-0.37786,1.9953,-0.39796
1851,1.9953,-0.39796,1.9953,-0.37786,2.0156,-0.37786,2.0156,-0.39796
1852,2.0156,-0.39796,2.0156,-0.37786,2.0359,-0.37786,2.0359,-0.39796
1853,1.0813,-0.37786,1.0813,-0.35776,1.1016,-0.35776,1.1016,-0.37786
1854,1.1016,-0.37786,1.1016,-0.35776,1.1219,-0.35776,1.1219,-0.37786
1855,1.1219,-0.37786,1.1219,-0.35776,1.1422,-0.35776,1.1422,-0.37786
1856,1.1422,-0.37786,1.1422,-0.35776,1.1625,-0.35776,1.1625,-0.37786
1857,1.1625,-0.37786,1.1625,-0.35776,1.1828,-0.35776,1.1828,-0.37786
1858,1.1828,-0.37786,1.1828,-0.35776,1.2031,-0.35776,1.2031,-0.37786
1859,1.2031,-0.37786,1.2031,-0.35776,1.2234,-0.35776,1.2234,-0.37786
1860,1.2234,-0.37786,1.2234,-0.35776,1.2437,-0.35776,1.2437,-0.37786
1861,1.2437,-0.37786,1.2437,-0.35776,1.2641,-0.35776,1.2641,-0.37786
1862,1.2641,-0.37786,1.2641,-0.35776,1.2844,-0.35776,1.2844,-0.37786
1863,1.2844,-0.37786,1.2844,-0.35776,1.3047,-0.35776,1.3047,-0.37786
1864,1.3047,-0.37786,1.3047,-0.35776,1.325,-0.35776,1.325,-0.37786
1865,1.325,-0.37786,1.325,-0.35776,1.3453,-0.35776,1.3453,-0.37786
1866,1.3453,-0.37786,1.3453,-0.35776,1.3656,-0.35776,1.3656,-0.37786
1867,1.8734,-0.37786,1.8734,-0.35776,1.8937,-0.35776,1.8937,-0.37786
1868,1.8937,-0.37786,1.8937,-0.35776,1.9141,-0.35776,1.9141,-0.37786
1869,1.9141,-0.37786,1.9141,-0.35776,1.9344,-0.35776,1.9344,-0.37786
1870,1.9344,-0.37786,1.9344,-0.35776,1.9547,-0.35776,1.9547,-0.37786
1871,1.9547,-0.37786,1.9547,-0.35776,1.975,-0.35776,1.975,-0.37786
1872,1.975,-0.37786,1.975,-0.35776,1.9953,-0.35776,1.9953,-0.37786
1873,1.9953,-0.37786,1.9953,-0.35776,2.0156,-0.35776,2.0156,-0.37786
1874,2.0156,-0.37786,2.0156,-0.35776,2.0359,-0.35776,2.0359,-0.37786
1875,2.0359,-0.37786,2.0359,-0.35776,2.0562,-0.35776,2.0562,-0.37786
1876,1.0813,-0.35776,1.0813,-0.33765,1.1016,-0.33765,1.1016,-0.35776
1877,1.1016,-0.35776,1.1016,-0.33765,1.1219,-0.33765,1.1219,-0.35776
1878,1.1219,-0.35776,1.1219,-0.33765,1.1422,-0.33765,1.1422,-0.35776
1879,1.1422,-0.35776,1.1422,-0.33765,1.1625,-0.33765,1.1625,-0.35776
1880,1.1625,-0.35776,1.1625,-0.33765,1.1828,-0.33765,1.1828,-0.35776
1881,1.1828,-0.35776,1.1828,-0.33765,1.2031,-0.33765,1.2031,-0.35776
1882,1.2031,-0.35776,1.2031,-0.33765,1.2234,-0.33765,1.2234,-0.35776
1883,1.2234,-0.35776,1.2234,-0.33765,1.2437,-0.33765,1.2437,-0.35776
1884,1.2437,-0.35776,1.2437,-0.33765,1.2641,-0.33765,1.2641,-0.35776
1885,1.2641,-0.35776,1.2641,-0.33765,1.2844,-0.33765,1.2844,-0.35776
1886,1.2844,-0.35776,1.2844,-0.33765,1.3047,-0.33765,1.3047,-0.35776
1887,1.3047,-0.35776,1.3047,-0.33765,1.325,-0.33765,1.325,-0.35776
1888,1.325,-0.35776,1.325,-0.33765,1.3453,-0.33765,1.3453,-0.35776
1889,1.8937,-0.35776,1.8937,-0.33765,1.9141,-0.33765,1.9141,-0.35776
1890,1.9141,-0.35776,1.9141,-0.33765,1.9344,-0.33765,1.9344,-0.35776
1891,1.9344,-0.35776,1.9344,-0.33765,1.9547,-0.33765,1.9547,-0.35776
1892,1.9547,-0.35776,1.9547,-0.33765,1.975,-0.33765,1.975,-0.35776
1893,1.975,-0.35776,1.975,-0.33765,1.9953,-0.33765,1.9953,-0.35776
1894,1.9953,-0.35776,1.9953,-0.33765,2.0156,-0.33765,2.0156,-0.35776
1895,2.0156,-0.35776,2.0156,-0.33765,2.0359,-0.33765,2.0359,-0.35776
1896,2.0359,-0.35776,2.0359,-0.33765,2.0562,-0.33765,2.0562,-0.35776
1897,1.0609,-0.33765,1.0609,-0.31755,1.0813,-0.31755,1.0813,-0.33765
1898,1.0813,-0.33765,1.0813,-0.31755,1.1016,-0.31755,1.1016,-0.33765
1899,1.1016,-0.33765,1.1016,-0.31755,1.1219,-0.31755,1.1219,-0.33765
1900,1.1219,-0.33765,1.1219,-0.31755,1.1422,-0.31755,1.1422,-0.33765
1901,1.1422,-0.33765,1.1422,-0.31755,1.1625,-0.31755,1.1625,-0.33765
1902,1.1625,-0.33765,1.1625,-0.31755,1.1828,-0.31755,1.1828,-0.33765
1903,1.1828,-0.33765,1.1828,-0.31755,1.2031,-0.31755,1.2031,-0.33765
1904,1.2031,-0.33765,1.2031,-0.31755,1.2234,-0.31755,1.2234,-0.33765
1905,1.2234,-0.33765,1.2234,-0.31755,1.2437,-0.31755,1.2437,-0.33765
1906,1.2437,-0.33765,1.2437,-0.31755,1.2641,-0.31755,1.2641,-0.33765
1907,1.2641,-0.33765,1.2641,-0.31755,1.2844,-0.31755,1.2844,-0.33765
1908,1.2844,-0.33765,1.2844,-0.31755,1.3047,-0.31755,1.3047,-0.33765
1909,1.3047,-0.33765,1.3047,-0.31755,1.325,-0.31755,1.325,-0.33765
1910,1.325,-0.33765,1.325,-0.31755,1.3453,-0.31755,1.3453,-0.33765
1911,1.9141,-0.33765,1.9141,-0.31755,1.9344,-0.31755,1.9344,-0.33765
1912,1.9344,-0.33765,1.9344,-0.31755,1.9547,-0.31755,1.9547,-0.33765
1913,1.9547,-0.33765,1.9547,-0.31755,1.975,-0.31755,1.975,-0.33765
1914,1.975,-0.33765,1.975,-0.31755,1.9953,-0.31755,1.9953,-0.33765
1915,1.9953,-0.33765,1.9953,-0.31755,2.0156,-0.31755,2.0156,-0.33765
1916,2.0156,-0.33765,2.0156,-0.31755,2.0359,-0.31755,2.0359,-0.33765
1917,2.0359,-0.33765,2.0359,-0.31755,2.0562,-0.31755,2.0562,-0.33765
1918,2.0562,-0.33765,2.0562,-0.31755,2.0766,-0.31755,2.0766,-0.33765
1919,1.0609,-0.31755,1.0609,-0.29745,1.0813,-0.29745,1.0813,-0.31755
1920,1.0813,-0.31755,1.0813,-0.29745,1.1016,-0.29745,1.1016,-0.31755
1921,1.1016,-0.31755,1.1016,-0.29745,1.1219,-0.29745,1.1219,-0.31755
1922,1.1219,-0.31755,1.1219,-0.29745,1.1422,-0.29745,1.1422,-0.31755
1923,1.1422,-0.31755,1.1422,-0.29745,1.1625,-0.29745,1.1625,-0.31755
1924,1.1625,-0.31755,1.1625,-0.29745,1.1828,-0.29745,1.1828,-0.31755
1925,1.1828,-0.31755,1.1828,-0.29745,1.2031,-0.29745,1.2031,-0.31755
1926,1.2031,-0.31755,1.2031,-0.29745,1.2234,-0.29745,1.2234,-0.31755
1927,1.2234,-0.31755,1.2234,-0.29745,1.2437,-0.29745,1.2437,-0.31755
1928,1.2437,-0.31755,1.2437,-0.29745,1.2641,-0.29745,1.2641,-0.31755
1929,1.2641,-0.31755,1.2641,-0.29745,1.2844,-0.29745,1.2844,-0.31755
1930,1.2844,-0.31755,1.2844,-0.29745,1.3047,-0.29745,1.3047,-0.31755
1931,1.3047,-0.31755,1.3047,-0.29745,1.325,-0.29745,1.325,-0.31755
1932,1.9141,-0.31755,1.9141,-0.29745,1.9344,-0.29745,1.9344,-0.31755
1933,1.9344,-0.31755,1.9344,-0.29745,1.9547,-0.29745,1.9547,-0.31755
1934,1.9547,-0.31755,1.9547,-0.29745,1.975,-0.29745,1.975,-0.31755
1935,1.975,-0.31755,1.975,-0.29745,1.9953,-0.29745,1.9953,-0.31755
1936,1.9953,-0.31755,1.9953,-0.29745,2.0156,-0.29745,2.0156,-0.31755
1937,2.0156,-0.31755,2.0156,-0.29745,2.0359,-0.29745,2.0359,-0.31755
1938,2.0359,-0.31755,2.0359,-0.29745,2.0562,-0.29745,2.0562,-0.31755
1939,2.0562,-0.31755,2.0562,-0.29745,2.0766,-0.29745,2.0766,-0.31755
1940,1.0609,-0.29745,1.0609,-0.27735,1.0813,-0.27735,1.0813,-0.29745
1941,1.0813,-0.29745,1.0813,-0.27735,1.1016,-0.27735,1.1016,-0.29745
1942,1.1016,-0.29745,1.1016,-0.27735,1.1219,-0.27735,1.1219,-0.29745
1943,1.1219,-0.29745,1.1219,-0.27735,1.1422,-0.27735,1.1422,-0.29745
1944,1.1422,-0.29745,1.1422,-0.27735,1.1625,-0.27735,1.1625,-0.29745
1945,1.1625,-0.29745,1.1625,-0.27735,1.1828,-0.27735,1.1828,-0.29745
1946,1.1828,-0.29745,1.1828,-0.27735,1.2031,-0.27735,1.2031,-0.29745
1947,1.2031,-0.29745,1.2031,-0.27735,1.2234,-0.27735,1.2234,-0.29745
1948,1.2234,-0.29745,1.2234,-0.27735,1.2437,-0.27735,1.2437,-0.29745
1949,1.2437,-0.29745,1.2437,-0.27735,1.2641,-0.27735,1.2641,-0.29745
1950,1.2641,-0.29745,1.2641,-0.27735,1.2844,-0.27735,1.2844,-0.29745
1951,1.2844,-0.29745,1.2844,-0.27735,1.3047,-0.27735,1.3047,-0.29745
1952,1.3047,-0.29745,1.3047,-0.27735,1.325,-0.27735,1.325,-0.29745
1953,1.9344,-0.29745,1.9344,-0.27735,1.9547,-0.27735,1.9547,-0.29745
1954,1.9547,-0.29745,1.9547,-0.27735,1.975,-0.27735,1.975,-0.29745
1955,1.975,-0.29745,1.975,-0.27735,1.9953,-0.27735,1.9953,-0.29745
1956,1.9953,-0.29745,1.9953,-0.27735,2.0156,-0.27735,2.0156,-0.29745
1957,2.0156,-0.29745,2.0156,-0.27735,2.0359,-0.27735,2.0359,-0.29745
1958,2.0359,-0.29745,2.0359,-0.27735,2.0562,-0.27735,2.0562,-0.29745
1959,2.0562,-0.29745,2.0562,-0.27735,2.0766,-0.27735,2.0766,-0.29745
1960,2.0766,-0.29745,2.0766,-0.27735,2.0969,-0.27735,2.0969,-0.29745
1961,1.0609,-0.27735,1.0609,-0.25724,1.0813,-0.25724,1.0813,-0.27735
1962,1.0813,-0.27735,1.0813,-0.25724,1.1016,-0.25724,1.1016,-0.27735
1963,1.1016,-0.27735,1.1016,-0.25724,1.1219,-0.25724,1.1219,-0.27735
1964,1.1219,-0.27735,1.1219,-0.25724,1.1422,-0.25724,1.1422,-0.27735
1965,1.1422,-0.27735,1.1422,-0.25724,1.1625,-0.25724,1.1625,-0.27735
1966,1.1625,-0.27735,1.1625,-0.25724,1.1828,-0.25724,1.1828,-0.27735
1967,1.1828,-0.27735,1.1828,-0.25724,1.2031,-0.25724,1.2031,-0.27735
1968,1.2031,-0.27735,1.2031,-0.25724,1.2234,-0.25724,1.2234,-0.27735
