# id, point_a.x, point_a.y, point_b.x, point_b.y, point_c.x, point_c.y, point_d.x, point_d.y
695,1.3426,-0.90238,1.3426,-0.89214,1.3527,-0.89214,1.3527,-0.90238
696,1.3527,-0.90238,1.3527,-0.89214,1.3628,-0.89214,1.3628,-0.90238
697,1.3628,-0.90238,1.3628,-0.89214,1.3729,-0.89214,1.3729,-0.90238
698,1.3729,-0.90238,1.3729,-0.89214,1.3829,-0.89214,1.3829,-0.90238
699,1.3829,-0.90238,1.3829,-0.89214,1.393,-0.89214,1.393,-0.90238
700,1.393,-0.90238,1.393,-0.89214,1.4031,-0.89214,1.4031,-0.90238
701,1.4031,-0.90238,1.4031,-0.89214,1.4132,-0.89214,1.4132,-0.90238
702,1.4132,-0.90238,1.4132,-0.89214,1.4233,-0.89214,1.4233,-0.90238
703,1.4233,-0.90238,1.4233,-0.89214,1.4333,-0.89214,1.4333,-0.90238
704,1.4333,-0.90238,1.4333,-0.89214,1.4434,-0.89214,1.4434,-0.90238
705,1.4434,-0.90238,1.4434,-0.89214,1.4535,-0.89214,1.4535,-0.90238
706,1.4535,-0.90238,1.4535,-0.89214,1.4636,-0.89214,1.4636,-0.90238
707,1.4636,-0.90238,1.4636,-0.89214,1.4736,-0.89214,1.4736,-0.90238
708,1.4736,-0.90238,1.4736,-0.89214,1.4837,-0.89214,1.4837,-0.90238
709,1.4837,-0.90238,1.4837,-0.89214,1.4938,-0.89214,1.4938,-0.90238
710,1.4938,-0.90238,1.4938,-0.89214,1.5039,-0.89214,1.5039,-0.90238
711,1.5039,-0.90238,1.5039,-0.89214,1.514,-0.89214,1.514,-0.90238
712,1.514,-0.90238,1.514,-0.89214,1.524,-0.89214,1.524,-0.90238
713,1.524,-0.90238,1.524,-0.89214,1.5341,-0.89214,1.5341,-0.90238
714,1.5341,-0.90238,1.5341,-0.89214,1.5442,-0.89214,1.5442,-0.90238
715,1.5442,-0.90238,1.5442,-0.89214,1.5543,-0.89214,1.5543,-0.90238
716,1.5543,-0.90238,1.5543,-0.89214,1.5643,-0.89214,1.5643,-0.90238
717,1.5643,-0.90238,1.5643,-0.89214,1.5744,-0.89214,1.5744,-0.90238
718,1.5744,-0.90238,1.5744,-0.89214,1.5845,-0.89214,1.5845,-0.90238
719,1.5845,-0.90238,1.5845,-0.89214,1.5946,-0.89214,1.5946,-0.90238
720,1.5946,-0.90238,1.5946,-0.89214,1.6047,-0.89214,1.6047,-0.90238
721,1.6047,-0.90238,1.6047,-0.89214,1.6147,-0.89214,1.6147,-0.90238
722,1.6147,-0.90238,1.6147,-0.89214,1.6248,-0.89214,1.6248,-0.90238
723,1.6248,-0.90238,1.6248,-0.89214,1.6349,-0.89214,1.6349,-0.90238
724,1.6349,-0.90238,1.6349,-0.89214,1.645,-0.89214,1.645,-0.90238
725,1.645,-0.90238,1.645,-0.89214,1.655,-0.89214,1.655,-0.90238
726,1.655,-0.90238,1.655,-0.89214,1.6651,-0.89214,1.6651,-0.90238
727,1.6651,-0.90238,1.6651,-0.89214,1.6752,-0.89214,1.6752,-0.90238
728,1.6752,-0.90238,1.6752,-0.89214,1.6853,-0.89214,1.6853,-0.90238
729,1.2721,-0.89214,1.2721,-0.8819,1.2822,-0.8819,1.2822,-0.89214
730,1.2822,-0.89214,1.2822,-0.8819,1.2922,-0.8819,1.2922,-0.89214
731,1.2922,-0.89214,1.2922,-0.8819,1.3023,-0.8819,1.3023,-0.89214
732,1.3023,-0.89214,1.3023,-0.8819,1.3124,-0.8819,1.3124,-0.89214
733,1.3124,-0.89214,1.3124,-0.8819,1.3225,-0.8819,1.3225,-0.89214
734,1.3225,-0.89214,1.3225,-0.8819,1.3326,-0.8819,1.3326,-0.89214
735,1.3326,-0.89214,1.3326,-0.8819,1.3426,-0.8819,1.3426,-0.89214
736,1.3426,-0.89214,1.3426,-0.8819,1.3527,-0.8819,1.3527,-0.89214
737,1.3527,-0.89214,1.3527,-0.8819,1.3628,-0.8819,1.3628,-0.89214
738,1.3628,-0.89214,1.3628,-0.8819,1.3729,-0.8819,1.3729,-0.89214
739,1.3729,-0.89214,1.3729,-0.8819,1.3829,-0.8819,1.3829,-0.89214
740,1.3829,-0.89214,1.3829,-0.8819,1.393,-0.8819,1.393,-0.89214
741,1.393,-0.89214,1.393,-0.8819,1.4031,-0.8819,1.4031,-0.89214
742,1.4031,-0.89214,1.4031,-0.8819,1.4132,-0.8819,1.4132,-0.89214
743,1.4132,-0.89214,1.4132,-0.8819,1.4233,-0.8819,1.4233,-0.89214
744,1.4233,-0.89214,1.4233,-0.8819,1.4333,-0.8819,1.4333,-0.89214
745,1.4333,-0.89214,1.4333,-0.8819,1.4434,-0.8819,1.4434,-0.89214
746,1.4434,-0.89214,1.4434,-0.8819,1.4535,-0.8819,1.4535,-0.89214
747,1.4535,-0.89214,1.4535,-0.8819,1.4636,-0.8819,1.4636,-0.89214
748,1.4636,-0.89214,1.4636,-0.8819,1.4736,-0.8819,1.4736,-0.89214
749,1.4736,-0.89214,1.4736,-0.8819,1.4837,-0.8819,1.4837,-0.89214
750,1.4837,-0.89214,1.4837,-0.8819,1.4938,-0.8819,1.4938,-0.89214
751,1.4938,-0.89214,1.4938,-0.8819,1.5039,-0.8819,1.5039,-0.89214
752,1.5039,-0.89214,1.5039,-0.8819,1.514,-0.8819,1.514,-0.89214
753,1.514,-0.89214,1.514,-0.8819,1.524,-0.8819,1.524,-0.89214
754,1.524,-0.89214,1.524,-0.8819,1.5341,-0.8819,1.5341,-0.89214
755,1.5341,-0.89214,1.5341,-0.8819,1.5442,-0.8819,1.5442,-0.89214
756,1.5442,-0.89214,1.5442,-0.8819,1.5543,-0.8819,1.5543,-0.89214
757,1.5543,-0.89214,1.5543,-0.8819,1.5643,-0.8819,1.5643,-0.89214
758,1.5643,-0.89214,1.5643,-0.8819,1.5744,-0.8819,1.5744,-0.89214
759,1.5744,-0.89214,1.5744,-0.8819,1.5845,-0.8819,1.5845,-0.89214
760,1.5845,-0.89214,1.5845,-0.8819,1.5946,-0.8819,1.5946,-0.89214
761,1.5946,-0.89214,1.5946,-0.8819,1.6047,-0.8819,1.6047,-0.89214
762,1.6047,-0.89214,1.6047,-0.8819,1.6147,-0.8819,1.6147,-0.89214
763,1.6147,-0.89214,1.6147,-0.8819,1.6248,-0.8819,1.6248,-0.89214
764,1.6248,-0.89214,1.6248,-0.8819,1.6349,-0.8819,1.6349,-0.89214
765,1.6349,-0.89214,1.6349,-0.8819,1.645,-0.8819,1.645,-0.89214
766,1.645,-0.89214,1.645,-0.8819,1.655,-0.8819,1.655,-0.89214
767,1.655,-0.89214,1.655,-0.8819,1.6651,-0.8819,1.6651,-0.89214
768,1.6651,-0.89214,1.6651,-0.8819,1.6752,-0.8819,1.6752,-0.89214
769,1.6752,-0.89214,1.6752,-0.8819,1.6853,-0.8819,1.6853,-0.89214
770,1.6853,-0.89214,1.6853,-0.8819,1.6953,-0.8819,1.6953,-0.89214
771,1.262,-0.8819,1.262,-0.87167,1.2721,-0.87167,1.2721,-0.8819
772,1.2721,-0.8819,1.2721,-0.87167,1.2822,-0.87167,1.2822,-0.8819
773,1.2822,-0.8819,1.2822,-0.87167,1.2922,-0.87167,1.2922,-0.8819
774,1.2922,-0.8819,1.2922,-0.87167,1.3023,-0.87167,1.3023,-0.8819
775,1.3023,-0.8819,1.3023,-0.87167,1.3124,-0.87167,1.3124,-0.8819
776,1.3124,-0.8819,1.3124,-0.87167,1.3225,-0.87167,1.3225,-0.8819
777,1.3225,-0.8819,1.3225,-0.87167,1.3326,-0.87167,1.3326,-0.8819
778,1.3326,-0.8819,1.3326,-0.87167,1.3426,-0.87167,1.3426,-0.8819
779,1.3426,-0.8819,1.3426,-0.87167,1.3527,-0.87167,1.3527,-0.8819
780,1.3527,-0.8819,1.3527,-0.87167,1.3628,-0.87167,1.3628,-0.8819
781,1.3628,-0.8819,1.3628,-0.87167,1.3729,-0.87167,1.3729,-0.8819
782,1.3729,-0.8819,1.3729,-0.87167,1.3829,-0.87167,1.3829,-0.8819
783,1.3829,-0.8819,1.3829,-0.87167,1.393,-0.87167,1.393,-0.8819
784,1.393,-0.8819,1.393,-0.87167,1.4031,-0.87167,1.4031,-0.8819
785,1.4031,-0.8819,1.4031,-0.87167,1.4132,-0.87167,1.4132,-0.8819
786,1.4132,-0.8819,1.4132,-0.87167,1.4233,-0.87167,1.4233,-0.8819
787,1.4233,-0.8819,1.4233,-0.87167,1.4333,-0.87167,1.4333,-0.8819
788,1.4333,-0.8819,1.4333,-0.87167,1.4434,-0.87167,1.4434,-0.8819
789,1.4434,-0.8819,1.4434,-0.87167,1.4535,-0.87167,1.4535,-0.8819
790,1.4535,-0.8819,1.4535,-0.87167,1.4636,-0.87167,1.4636,-0.8819
791,1.4636,-0.8819,1.4636,-0.87167,1.4736,-0.87167,1.4736,-0.8819
792,1.4736,-0.8819,1.4736,-0.87167,1.4837,-0.87167,1.4837,-0.8819
793,1.4837,-0.8819,1.4837,-0.87167,1.4938,-0.87167,1.4938,-0.8819
794,1.4938,-0.8819,1.4938,-0.87167,1.5039,-0.87167,1.5039,-0.8819
795,1.5039,-0.8819,1.5039,-0.87167,1.514,-0.87167,1.514,-0.8819
796,1.514,-0.8819,1.514,-0.87167,1.524,-0.87167,1.524,-0.8819
797,1.524,-0.8819,1.524,-0.87167,1.5341,-0.87167,1.5341,-0.8819
798,1.5341,-0.8819,1.5341,-0.87167,1.5442,-0.87167,1.5442,-0.8819
799,1.5442,-0.8819,1.5442,-0.87167,1.5543,-0.87167,1.5543,-0.8819
800,1.5543,-0.8819,1.5543,-0.87167,1.5643,-0.87167,1.5643,-0.8819
801,1.5643,-0.8819,1.5643,-0.87167,1.5744,-0.87167,1.5744,-0.8819
802,1.5744,-0.8819,1.5744,-0.87167,1.5845,-0.87167,1.5845,-0.8819
803,1.5845,-0.8819,1.5845,-0.87167,1.5946,-0.87167,1.5946,-0.8819
804,1.5946,-0.8819,1.5946,-0.87167,1.6047,-0.87167,1.6047,-0.8819
805,1.6047,-0.8819,1.6047,-0.87167,1.6147,-0.87167,1.6147,-0.8819
806,1.6147,-0.8819,1.6147,-0.87167,1.6248,-0.87167,1.6248,-0.8819
807,1.6248,-0.8819,1.6248,-0.87167,1.6349,-0.87167,1.6349,-0.8819
808,1.6349,-0.8819,1.6349,-0.87167,1.645,-0.87167,1.645,-0.8819
809,1.645,-0.8819,1.645,-0.87167,1.655,-0.87167,1.655,-0.8819
810,1.655,-0.8819,1.655,-0.87167,1.6651,-0.87167,1.6651,-0.8819
811,1.6651,-0.8819,1.6651,-0.87167,1.6752,-0.87167,1.6752,-0.8819
812,1.6752,-0.8819,1.6752,-0.87167,1.6853,-0.87167,1.6853,-0.8819
813,1.6853,-0.8819,1.6853,-0.87167,1.6953,-0.87167,1.6953,-0.8819
814,1.6953,-0.8819,1.6953,-0.87167,1.7054,-0.87167,1.7054,-0.8819
815,1.262,-0.87167,1.262,-0.86143,1.2721,-0.86143,1.2721,-0.87167
816,1.2721,-0.87167,1.2721,-0.86143,1.2822,-0.86143,1.2822,-0.87167
817,1.2822,-0.87167,1.2822,-0.86143,1.2922,-0.86143,1.2922,-0.87167
818,1.2922,-0.87167,1.2922,-0.86143,1.3023,-0.86143,1.3023,-0.87167
819,1.3023,-0.87167,1.3023,-0.86143,1.3124,-0.86143,1.3124,-0.87167
820,1.3124,-0.87167,1.3124,-0.86143,1.3225,-0.86143,1.3225,-0.87167
821,1.3225,-0.87167,1.3225,-0.86143,1.3326,-0.86143,1.3326,-0.87167
822,1.3326,-0.87167,1.3326,-0.86143,1.3426,-0.86143,1.3426,-0.87167
823,1.3426,-0.87167,1.3426,-0.86143,1.3527,-0.86143,1.3527,-0.87167
824,1.3527,-0.87167,1.3527,-0.86143,1.3628,-0.86143,1.3628,-0.87167
825,1.3628,-0.87167,1.3628,-0.86143,1.3729,-0.86143,1.3729,-0.87167
826,1.3729,-0.87167,1.3729,-0.86143,1.3829,-0.86143,1.3829,-0.87167
827,1.3829,-0.87167,1.3829,-0.86143,1.393,-0.86143,1.393,-0.87167
828,1.393,-0.87167,1.393,-0.86143,1.4031,-0.86143,1.4031,-0.87167
829,1.4031,-0.87167,1.4031,-0.86143,1.4132,-0.86143,1.4132,-0.87167
830,1.4132,-0.87167,1.4132,-0.86143,1.4233,-0.86143,1.4233,-0.87167
831,1.4233,-0.87167,1.4233,-0.86143,1.4333,-0.86143,1.4333,-0.87167
832,1.4333,-0.87167,1.4333,-0.86143,1.4434,-0.86143,1.4434,-0.87167
833,1.4434,-0.87167,1.4434,-0.86143,1.4535,-0.86143,1.4535,-0.87167
834,1.4535,-0.87167,1.4535,-0.86143,1.4636,-0.86143,1.4636,-0.87167
835,1.4636,-0.87167,1.4636,-0.86143,1.4736,-0.86143,1.4736,-0.87167
836,1.4736,-0.87167,1.4736,-0.86143,1.4837,-0.86143,1.4837,-0.87167
837,1.4837,-0.87167,1.4837,-0.86143,1.4938,-0.86143,1.4938,-0.87167
838,1.4938,-0.87167,1.4938,-0.86143,1.5039,-0.86143,1.5039,-0.87167
839,1.5039,-0.87167,1.5039,-0.86143,1.514,-0.86143,1.514,-0.87167
840,1.514,-0.87167,1.514,-0.86143,1.524,-0.86143,1.524,-0.87167
841,1.524,-0.87167,1.524,-0.86143,1.5341,-0.86143,1.5341,-0.87167
842,1.5341,-0.87167,1.5341,-0.86143,1.5442,-0.86143,1.5442,-0.87167
843,1.5442,-0.87167,1.5442,-0.86143,1.5543,-0.86143,1.5543,-0.87167
844,1.5543,-0.87167,1.5543,-0.86143,1.5643,-0.86143,1.5643,-0.87167
845,1.5643,-0.87167,1.5643,-0.86143,1.5744,-0.86143,1.5744,-0.87167
846,1.5744,-0.87167,1.5744,-0.86143,1.5845,-0.86143,1.5845,-0.87167
847,1.5845,-0.87167,1.5845,-0.86143,1.5946,-0.86143,1.5946,-0.87167
848,1.5946,-0.87167,1.5946,-0.86143,1.6047,-0.86143,1.6047,-0.87167
849,1.6047,-0.87167,1.6047,-0.86143,1.6147,-0.86143,1.6147,-0.87167
850,1.6147,-0.87167,1.6147,-0.86143,1.6248,-0.86143,1.6248,-0.87167
851,1.6248,-0.87167,1.6248,-0.86143,1.6349,-0.86143,1.6349,-0.87167
852,1.6349,-0.87167,1.6349,-0.86143,1.645,-0.86143,1.645,-0.87167
853,1.645,-0.87167,1.645,-0.86143,1.655,-0.86143,1.655,-0.87167
854,1.655,-0.87167,1.655,-0.86143,1.6651,-0.86143,1.6651,-0.87167
855,1.6651,-0.87167,1.6651,-0.86143,1.6752,-0.86143,1.6752,-0.87167
856,1.6752,-0.87167,1.6752,-0.86143,1.6853,-0.86143,1.6853,-0.87167
857,1.6853,-0.87167,1.6853,-0.86143,1.6953,-0.86143,1.6953,-0.87167
858,1.6953,-0.87167,1.6953,-0.86143,1.7054,-0.86143,1.7054,-0.87167
859,1.7054,-0.87167,1.7054,-0.86143,1.7155,-0.86143,1.7155,-0.87167
860,1.262,-0.86143,1.262,-0.85119,1.2721,-0.85119,1.2721,-0.86143
861,1.2721,-0.86143,1.2721,-0.85119,1.2822,-0.85119,1.2822,-0.86143
862,1.2822,-0.86143,1.2822,-0.85119,1.2922,-0.85119,1.2922,-0.86143
863,1.2922,-0.86143,1.2922,-0.85119,1.3023,-0.85119,1.3023,-0.86143
864,1.3023,-0.86143,1.3023,-0.85119,1.3124,-0.85119,1.3124,-0.86143
865,1.3124,-0.86143,1.3124,-0.85119,1.3225,-0.85119,1.3225,-0.86143
866,1.3225,-0.86143,1.3225,-0.85119,1.3326,-0.85119,1.3326,-0.86143
867,1.3326,-0.86143,1.3326,-0.85119,1.3426,-0.85119,1.3426,-0.86143
868,1.3426,-0.86143,1.3426,-0.85119,1.3527,-0.85119,1.3527,-0.86143
869,1.3527,-0.86143,1.3527,-0.85119,1.3628,-0.85119,1.3628,-0.86143
870,1.3628,-0.86143,1.3628,-0.85119,1.3729,-0.85119,1.3729,-0.86143
871,1.3729,-0.86143,1.3729,-0.85119,1.3829,-0.85119,1.3829,-0.86143
872,1.3829,-0.86143,1.3829,-0.85119,1.393,-0.85119,1.393,-0.86143
873,1.393,-0.86143,1.393,-0.85119,1.4031,-0.85119,1.4031,-0.86143
874,1.4031,-0.86143,1.4031,-0.85119,1.4132,-0.85119,1.4132,-0.86143
875,1.4132,-0.86143,1.4132,-0.85119,1.4233,-0.85119,1.4233,-0.86143
876,1.4233,-0.86143,1.4233,-0.85119,1.4333,-0.85119,1.4333,-0.86143
877,1.4333,-0.86143,1.4333,-0.85119,1.4434,-0.85119,1.4434,-0.86143
878,1.4434,-0.86143,1.4434,-0.85119,1.4535,-0.85119,1.4535,-0.86143
879,1.4535,-0.86143,1.4535,-0.85119,1.4636,-0.85119,1.4636,-0.86143
880,1.4636,-0.86143,1.4636,-0.85119,1.4736,-0.85119,1.4736,-0.86143
881,1.4736,-0.86143,1.4736,-0.85119,1.4837,-0.85119,1.4837,-0.86143
882,1.4837,-0.86143,1.4837,-0.85119,1.4938,-0.85119,1.4938,-0.86143
883,1.4938,-0.86143,1.4938,-0.85119,1.5039,-0.85119,1.5039,-0.86143
884,1.5039,-0.86143,1.5039,-0.85119,1.514,-0.85119,1.514,-0.86143
885,1.514,-0.86143,1.514,-0.85119,1.524,-0.85119,1.524,-0.86143
886,1.524,-0.86143,1.524,-0.85119,1.5341,-0.85119,1.5341,-0.86143
887,1.5341,-0.86143,1.5341,-0.85119,1.5442,-0.85119,1.5442,-0.86143
888,1.5442,-0.86143,1.5442,-0.85119,1.5543,-0.85119,1.5543,-0.86143
889,1.5543,-0.86143,1.5543,-0.85119,1.5643,-0.85119,1.5643,-0.86143
890,1.5643,-0.86143,1.5643,-0.85119,1.5744,-0.85119,1.5744,-0.86143
891,1.5744,-0.86143,1.5744,-0.85119,1.5845,-0.85119,1.5845,-0.86143
892,1.5845,-0.86143,1.5845,-0.85119,1.5946,-0.85119,1.5946,-0.86143
893,1.5946,-0.86143,1.5946,-0.85119,1.6047,-0.85119,1.6047,-0.86143
894,1.6047,-0.86143,1.6047,-0.85119,1.6147,-0.85119,1.6147,-0.86143
895,1.6147,-0.86143,1.6147,-0.85119,1.6248,-0.85119,1.6248,-0.86143
896,1.6248,-0.86143,1.6248,-0.85119,1.6349,-0.85119,1.6349,-0.86143
897,1.6349,-0.86143,1.6349,-0.85119,1.645,-0.85119,1.645,-0.86143
898,1.645,-0.86143,1.645,-0.85119,1.655,-0.85119,1.655,-0.86143
899,1.655,-0.86143,1.655,-0.85119,1.6651,-0.85119,1.6651,-0.86143
900,1.6651,-0.86143,1.6651,-0.85119,1.6752,-0.85119,1.6752,-0.86143
901,1.6752,-0.86143,1.6752,-0.85119,1.6853,-0.85119,1.6853,-0.86143
902,1.6853,-0.86143,1.6853,-0.85119,1.6953,-0.85119,1.6953,-0.86143
903,1.6953,-0.86143,1.6953,-0.85119,1.7054,-0.85119,1.7054,-0.86143
904,1.7054,-0.86143,1.7054,-0.85119,1.7155,-0.85119,1.7155,-0.86143
905,1.7155,-0.86143,1.7155,-0.85119,1.7256,-0.85119,1.7256,-0.86143
906,1.2519,-0.85119,1.2519,-0.84095,1.262,-0.84095,1.262,-0.85119
907,1.262,-0.85119,1.262,-0.84095,1.2721,-0.84095,1.2721,-0.85119
908,1.2721,-0.85119,1.2721,-0.84095,1.2822,-0.84095,1.2822,-0.85119
909,1.2822,-0.85119,1.2822,-0.84095,1.2922,-0.84095,1.2922,-0.85119
910,1.2922,-0.85119,1.2922,-0.84095,1.3023,-0.84095,1.3023,-0.85119
911,1.3023,-0.85119,1.3023,-0.84095,1.3124,-0.84095,1.3124,-0.85119
912,1.3124,-0.85119,1.3124,-0.84095,1.3225,-0.84095,1.3225,-0.85119
913,1.3225,-0.85119,1.3225,-0.84095,1.3326,-0.84095,1.3326,-0.85119
914,1.3326,-0.85119,1.3326,-0.84095,1.3426,-0.84095,1.3426,-0.85119
915,1.3426,-0.85119,1.3426,-0.84095,1.3527,-0.84095,1.3527,-0.85119
916,1.3527,-0.85119,1.3527,-0.84095,1.3628,-0.84095,1.3628,-0.85119
917,1.3628,-0.85119,1.3628,-0.84095,1.3729,-0.84095,1.3729,-0.85119
918,1.3729,-0.85119,1.3729,-0.84095,1.3829,-0.84095,1.3829,-0.85119
919,1.3829,-0.85119,1.3829,-0.84095,1.393,-0.84095,1.393,-0.85119
920,1.393,-0.85119,1.393,-0.84095,1.4031,-0.84095,1.4031,-0.85119
921,1.4031,-0.85119,1.4031,-0.84095,1.4132,-0.84095,1.4132,-0.85119
922,1.4132,-0.85119,1.4132,-0.84095,1.4233,-0.84095,1.4233,-0.85119
923,1.4233,-0.85119,1.4233,-0.84095,1.4333,-0.84095,1.4333,-0.85119
924,1.4333,-0.85119,1.4333,-0.84095,1.4434,-0.84095,1.4434,-0.85119
925,1.4434,-0.85119,1.4434,-0.84095,1.4535,-0.84095,1.4535,-0.85119
926,1.4535,-0.85119,1.4535,-0.84095,1.4636,-0.84095,1.4636,-0.85119
927,1.4636,-0.85119,1.4636,-0.84095,1.4736,-0.84095,1.4736,-0.85119
928,1.4736,-0.85119,1.4736,-0.84095,1.4837,-0.84095,1.4837,-0.85119
929,1.4837,-0.85119,1.4837,-0.84095,1.4938,-0.84095,1.4938,-0.85119
930,1.4938,-0.85119,1.4938,-0.84095,1.5039,-0.84095,1.5039,-0.85119
931,1.5039,-0.85119,1.5039,-0.84095,1.514,-0.84095,1.514,-0.85119
932,1.514,-0.85119,1.514,-0.84095,1.524,-0.84095,1.524,-0.85119
933,1.524,-0.85119,1.524,-0.84095,1.5341,-0.84095,1.5341,-0.85119
934,1.5341,-0.85119,1.5341,-0.84095,1.5442,-0.84095,1.5442,-0.85119
935,1.5442,-0.85119,1.5442,-0.84095,1.5543,-0.84095,1.5543,-0.85119
936,1.5543,-0.85119,1.5543,-0.84095,1.5643,-0.84095,1.5643,-0.85119
937,1.5643,-0.85119,1.5643,-0.84095,1.5744,-0.84095,1.5744,-0.85119
938,1.5744,-0.85119,1.5744,-0.84095,1.5845,-0.84095,1.5845,-0.85119
939,1.5845,-0.85119,1.5845,-0.84095,1.5946,-0.84095,1.5946,-0.85119
940,1.5946,-0.85119,1.5946,-0.84095,1.6047,-0.84095,1.6047,-0.85119
941,1.6047,-0.85119,1.6047,-0.84095,1.6147,-0.84095,1.6147,-0.85119
942,1.6147,-0.85119,1.6147,-0.84095,1.6248,-0.84095,1.6248,-0.85119
943,1.6248,-0.85119,1.6248,-0.84095,1.6349,-0.84095,1.6349,-0.85119
944,1.6349,-0.85119,1.6349,-0.84095,1.645,-0.84095,1.645,-0.85119
945,1.645,-0.85119,1.645,-0.84095,1.655,-0.84095,1.655,-0.85119
946,1.655,-0.85119,1.655,-0.84095,1.6651,-0.84095,1.6651,-0.85119
947,1.6651,-0.85119,1.6651,-0.84095,1.6752,-0.84095,1.6752,-0.85119
948,1.6752,-0.85119,1.6752,-0.84095,1.6853,-0.84095,1.6853,-0.85119
949,1.6853,-0.85119,1.6853,-0.84095,1.6953,-0.84095,1.6953,-0.85119
950,1.6953,-0.85119,1.6953,-0.84095,1.7054,-0.84095,1.7054,-0.85119
951,1.7054,-0.85119,1.7054,-0.84095,1.7155,-0.84095,1.7155,-0.85119
952,1.7155,-0.85119,1.7155,-0.84095,1.7256,-0.84095,1.7256,-0.85119
953,1.7256,-0.85119,1.7256,-0.84095,1.7357,-0.84095,1.7357,-0.85119
954,1.7357,-0.85119,1.7357,-0.84095,1.7457,-0.84095,1.7457,-0.85119
955,1.2419,-0.84095,1.2419,-0.83071,1.2519,-0.83071,1.2519,-0.84095
956,1.2519,-0.84095,1.2519,-0.83071,1.262,-0.83071,1.262,-0.84095
957,1.262,-0.84095,1.262,-0.83071,1.2721,-0.83071,1.2721,-0.84095
958,1.2721,-0.84095,1.2721,-0.83071,1.2822,-0.83071,1.2822,-0.84095
959,1.2822,-0.84095,1.2822,-0.83071,1.2922,-0.83071,1.2922,-0.84095
960,1.2922,-0.84095,1.2922,-0.83071,1.3023,-0.83071,1.3023,-0.84095
961,1.3023,-0.84095,1.3023,-0.83071,1.3124,-0.83071,1.3124,-0.84095
962,1.3124,-0.84095,1.3124,-0.83071,1.3225,-0.83071,1.3225,-0.84095
963,1.3225,-0.84095,1.3225,-0.83071,1.3326,-0.83071,1.3326,-0.84095
964,1.3326,-0.84095,1.3326,-0.83071,1.3426,-0.83071,1.3426,-0.84095
965,1.3426,-0.84095,1.3426,-0.83071,1.3527,-0.83071,1.3527,-0.84095
966,1.3527,-0.84095,1.3527,-0.83071,1.3628,-0.83071,1.3628,-0.84095
967,1.3628,-0.84095,1.3628,-0.83071,1.3729,-0.83071,1.3729,-0.84095
968,1.3729,-0.84095,1.3729,-0.83071,1.3829,-0.83071,1.3829,-0.84095
969,1.3829,-0.84095,1.3829,-0.83071,1.393,-0.83071,1.393,-0.84095
970,1.393,-0.84095,1.393,-0.83071,1.4031,-0.83071,1.4031,-0.84095
971,1.4031,-0.84095,1.4031,-0.83071,1.4132,-0.83071,1.4132,-0.84095
972,1.4132,-0.84095,1.4132,-0.83071,1.4233,-0.83071,1.4233,-0.84095
973,1.4233,-0.84095,1.4233,-0.83071,1.4333,-0.83071,1.4333,-0.84095
974,1.4333,-0.84095,1.4333,-0.83071,1.4434,-0.83071,1.4434,-0.84095
975,1.4434,-0.84095,1.4434,-0.83071,1.4535,-0.83071,1.4535,-0.84095
976,1.4535,-0.84095,1.4535,-0.83071,1.4636,-0.83071,1.4636,-0.84095
977,1.4636,-0.84095,1.4636,-0.83071,1.4736,-0.83071,1.4736,-0.84095
978,1.4736,-0.84095,1.4736,-0.83071,1.4837,-0.83071,1.4837,-0.84095
979,1.4837,-0.84095,1.4837,-0.83071,1.4938,-0.83071,1.4938,-0.84095
980,1.4938,-0.84095,1.4938,-0.83071,1.5039,-0.83071,1.5039,-0.84095
981,1.5039,-0.84095,1.5039,-0.83071,1.514,-0.83071,1.514,-0.84095
982,1.514,-0.84095,1.514,-0.83071,1.524,-0.83071,1.524,-0.84095
983,1.524,-0.84095,1.524,-0.83071,1.5341,-0.83071,1.5341,-0.84095
984,1.5341,-0.84095,1.5341,-0.83071,1.5442,-0.83071,1.5442,-0.84095
985,1.5442,-0.84095,1.5442,-0.83071,1.5543,-0.83071,1.5543,-0.84095
986,1.5543,-0.84095,1.5543,-0.83071,1.5643,-0.83071,1.5643,-0.84095
987,1.5643,-0.84095,1.5643,-0.83071,1.5744,-0.83071,1.5744,-0.84095
988,1.5744,-0.84095,1.5744,-0.83071,1.5845,-0.83071,1.5845,-0.84095
989,1.5845,-0.84095,1.5845,-0.83071,1.5946,-0.83071,1.5946,-0.84095
990,1.5946,-0.84095,1.5946,-0.83071,1.6047,-0.83071,1.6047,-0.84095
991,1.6047,-0.84095,1.6047,-0.83071,1.6147,-0.83071,1.6147,-0.84095
992,1.6147,-0.84095,1.6147,-0.83071,1.6248,-0.83071,1.6248,-0.84095
993,1.6248,-0.84095,1.6248,-0.83071,1.6349,-0.83071,1.6349,-0.84095
994,1.6349,-0.84095,1.6349,-0.83071,1.645,-0.83071,1.645,-0.84095
995,1.645,-0.84095,1.645,-0.83071,1.655,-0.83071,1.655,-0.84095
996,1.655,-0.84095,1.655,-0.83071,1.6651,-0.83071,1.6651,-0.84095
997,1.6651,-0.84095,1.6651,-0.83071,1.6752,-0.83071,1.6752,-0.84095
998,1.6752,-0.84095,1.6752,-0.83071,1.6853,-0.83071,1.6853,-0.84095
999,1.6853,-0.84095,1.6853,-0.83071,1.6953,-0.83071,1.6953,-0.84095
1000,1.6953,-0.84095,1.6953,-0.83071,1.7054,-0.83071,1.7054,-0.84095
